#Item	Label	Description	Site on enwiki
Q60	New York City	city in the state of New York in the United States of America	New York City
Q61	Washington, D.C.	capital city of the United States	Washington, D.C.
Q62	San Francisco	combined city and county in California, USA	San Francisco
Q64	Berlin	capital city and state of Germany	Berlin
Q65	Los Angeles	city in California, United States of America	Los Angeles
Q70	Bern	capital of Switzerland and municipality in the canton of Bern	Bern
Q84	London	capital city of England and the United Kingdom	London
Q85	Cairo	capital city of Egypt	Cairo
Q87	Alexandria	second largest city in Egypt	Alexandria
Q88	Alexandria	city in Virginia, USA	Alexandria, Virginia
Q99	California	state of the United States of America	California
Q100	Boston	city in Massachusetts, United States of America	Boston
Q173	Alabama	state of the United States of America	Alabama
Q174	São Paulo	city in São Paulo state, Brazil	São Paulo
Q176	Quebec	province of Canada	Quebec
Q271	Prytanée National Militaire	French military school	Prytanée National Militaire
Q311	Père Lachaise Cemetery	cemetery in the city of Paris, France	Père Lachaise Cemetery
Q340	Montreal	largest city in the province of Quebec, Canada	Montreal
Q511	Museum of Fine Arts of Lyon	art museum in Lyon, France	Museum of Fine Arts of Lyon
Q550	avenue des Champs-Élysées	avenue in Paris, France	Champs-Élysées
Q591	Fontgombault Abbey	Benedictine monastery at Fontgombault, Berry, France	Fontgombault Abbey
Q655	Chihuahua	state of Mexico	Chihuahua (state)
Q656	Saint Petersburg	federal city in Russia and the former capital	Saint Petersburg
Q694	South Holland	province of the Netherlands	South Holland
Q701	North Holland	province of the Netherlands	North Holland
Q705	Zeeland	province of the Netherlands	Zeeland
Q724	Maine	state of the United States of America	Maine
Q759	New Hampshire	state of the United States of America	New Hampshire
Q771	Massachusetts	state of the United States of America	Massachusetts
Q779	Connecticut	state of the United States of America	Connecticut
Q812	Florida	state of the United States of America	Florida
Q824	Oregon	state of the United States of America	Oregon
Q829	Utah	state of the United States of America	Utah
Q883	Novosibirsk	Russian city	Novosibirsk
Q887	Yekaterinburg	Russian city	Yekaterinburg
Q891	Nizhny Novgorod	Russian city	Nizhny Novgorod
Q894	Samara	Russian city	Samara, Russia
Q898	Omsk	city in Russia	Omsk
Q900	Kazan	Russian city	Kazan
Q906	Chelyabinsk	Russian city	Chelyabinsk
Q908	Rostov-on-Don	Russian city	Rostov-on-Don
Q911	Ufa	Russian city	Ufa
Q914	Volgograd	Russian city	Volgograd
Q915	Perm	city in Russia	Perm
Q919	Krasnoyarsk	Russian city	Krasnoyarsk
Q959	Vladivostok	Russian city and the administrative center of Primorsky Krai	Vladivostok
Q975	San Antonio	city in Texas, United States of America	San Antonio
Q976	Tomsk	Russian city and administrative center of Tomsk Oblast	Tomsk
Q994	Tbilisi	Georgian capital city	Tbilisi
Q1085	Prague	capital city of the Czech Republic	Prague
Q1126	Luxembourg Province	province in Wallonia, Belgium	Luxembourg (Belgium)
Q1156	Mumbai	capital and district of Maharashtra, India	Mumbai
Q1166	Michigan	state of the United States of America	Michigan
Q1183	Puerto Rico	unincorporated territory of the United States	Puerto Rico
Q1204	Illinois	state of the United States of America	Illinois
Q1207	North Dakota	state of the United States of America	North Dakota
Q1209	Bremen	the smallest state of Germany	Bremen (state)
Q1211	South Dakota	state of the United States of America	South Dakota
Q1212	Montana	state of the United States of America	Montana
Q1214	Wyoming	state of the United States of America	Wyoming
Q1221	Idaho	state of the United States of America	Idaho
Q1223	Washington	state of the United States of America	Washington (state)
Q1227	Nevada	state of the United States of America	Nevada
Q1261	Colorado	state of the United States of America	Colorado
Q1297	Chicago	city in Illinois, United States of America	Chicago
Q1335	Montevideo	capital city of Uruguay	Montevideo
Q1341	Tolyatti	Russian city	Tolyatti
Q1342	Pittsburgh	city in Pennsylvania, United States	Pittsburgh
Q1354	Dhaka	capital of Bangladesh	Dhaka
Q1355	Bengaluru	Indian city	Bangalore
Q1371	West Virginia	state of the United States of America	West Virginia
Q1387	Rhode Island	Eastern coastal state of the United States of America	Rhode Island
Q1391	Maryland	state of the United States of America	Maryland
Q1393	Delaware	state of the United States of America	Delaware
Q1397	Ohio	state of the United States of America	Ohio
Q1400	Pennsylvania	state of the United States of America	Pennsylvania
Q1408	New Jersey	state of the United States of America	New Jersey
Q1415	Indiana	state of the United States of America	Indiana
Q1422	Juventus F.C.	football club from Italy	Juventus F.C.
Q1428	Georgia	state of the United States of America	Georgia (U.S. state)
Q1439	Texas	state of the United States of America	Texas
Q1454	North Carolina	state of the United States of America	North Carolina
Q1456	South Carolina	state of the United States of America	South Carolina
Q1467	Cebu City	city in the province of Cebu, Philippines	Cebu City
Q1494	Mississippi	state of the United States of America	Mississippi
Q1498	Uttar Pradesh	Indian state	Uttar Pradesh
Q1509	Tennessee	state of the United States of America	Tennessee
Q1527	Minnesota	state of the United States of America	Minnesota
Q1530	Baghdad	capital of Iraq	Baghdad
Q1537	Wisconsin	state of the United States of America	Wisconsin
Q1546	Iowa	state of the United States of America	Iowa
Q1553	Nebraska	state of the United States of America	Nebraska
Q1555	Guatemala City	capital and largest city of the Republic of Guatemala	Guatemala City
Q1558	Kansas	state of the United States of America	Kansas
Q1581	Missouri	state of the United States of America	Missouri
Q1588	Louisiana	state of the United States of America	Louisiana
Q1603	Kentucky	state of the United States of America	Kentucky
Q1612	Arkansas	state of the United States of America	Arkansas
Q1709	Schwerin	capital city of the German state of Mecklenburg-Vorpommern	Schwerin
Q1720	Mainz	capital of the German state of Rhineland-Palatinate, Germany	Mainz
Q1726	Munich	city in Bavaria, Germany	Munich
Q1754	Stockholm	capital of Sweden	Stockholm
Q1757	Helsinki	capital city of Finland	Helsinki
Q1826	Tagbilaran	city in the province of Bohol, Philippines	Tagbilaran
Q1829	Kaliningrad	city in Russia, formerly in Germany	Kaliningrad
Q1851	Arkhangelsk	city in the northwest of Russia	Arkhangelsk
Q1861	Bangkok	capital city of Thailand	Bangkok
Q1895	Petrozavodsk	city in the northwest of Russia	Petrozavodsk
Q1904	Ontario	province of Canada	Ontario
Q1930	Ottawa	capital city of Canada	Ottawa
Q1952	Nova Scotia	province of Canada	Nova Scotia
Q1965	New Brunswick	province of Canada	New Brunswick
Q1974	British Columbia	province of Canada	British Columbia
Q2007	Northwest Territories	territory of Canada	Northwest Territories
Q2009	Yukon	territory of Canada	Yukon
Q2032	Luxembourg District	one of three districts of the Grand Duchy of Luxembourg	Luxembourg District
Q2114	Tarapacá Region	administrative division in Chile	Tarapacá Region
Q2143	Syktyvkar	city in Russia, capital of the Komi Republic	Syktyvkar
Q2167	Lund	city in southern Sweden	Lund
Q2219	Syzran	city in Russia	Syzran
Q2235	Veliky Novgorod	city in the northwest of Russia	Veliky Novgorod
Q2280	Minsk	capital city of Belarus	Minsk
Q2288	Tver	city in the center of European Russia	Tver
Q2423	Yaroslavl	city in the center of European Russia	Yaroslavl
Q2592	Kostroma	city in the center of European Russia	Kostroma
Q2746	Ryazan	city in the center of European Russia	Ryazan
Q2801	Bryansk	city in the center of European Russia	Bryansk
Q2868	Lima	capital of Peru	Lima
Q2978	Regensburg	town in Bavaria, Germany	Regensburg
Q3001	Paramaribo	capital of Suriname	Paramaribo
Q3004	Ingolstadt	town in Bavaria, Germany	Ingolstadt
Q3012	Ulm	German city	Ulm
Q3068	Loire-Atlantique	French department	Loire-Atlantique
Q3083	Ain	French département	Ain
Q3085	Reutlingen	German city	Reutlingen
Q3093	Aisne	French department	Aisne
Q3105	Vosges	French department	Vosges (department)
Q3113	Allier	French department	Allier
Q3118	Oryol	city in the center of European Russia	Oryol
Q3120	Jura	French department	Jura (department)
Q3125	Hautes-Alpes	French department	Hautes-Alpes
Q3130	Sydney	capital city of New South Wales, Australia	Sydney
Q3131	Alpes-de-Haute-Provence	French department	Alpes-de-Haute-Provence
Q3141	Melbourne	capital city of Victoria, Australia	Melbourne
Q3148	Ardèche	French department	Ardèche
Q3164	Ardennes	department in France	Ardennes (department)
Q3183	Perth	capital city of Western Australia	Perth
Q3184	Ariège	French department	Ariège (department)
Q3194	Aube	French department	Aube
Q3206	Western Australia	state in Australia	Western Australia
Q3207	Aude	French department	Aude
Q3216	Aveyron	French department	Aveyron
Q3224	New South Wales	state of Australia	New South Wales
Q3240	Bouches-du-Rhône	French department in Provence-Alpes-Côte d'Azur	Bouches-du-Rhône
Q3249	Calvados	French department	Calvados (department)
Q3259	Cantal	French department	Cantal
Q3266	Charente	French department	Charente
Q3273	Ledberg stone	image- and runestone in Östergötland, Sweden	Ledberg stone
Q3278	Charente-Maritime	French department	Charente-Maritime
Q3286	Cher	French department	Cher (department)
Q3306	Panama City	capital of Panama	Panama City
Q3323	Belgorod	city in the south of Russia	Belgorod
Q3326	Corrèze	French department	Corrèze
Q3342	Côte-d'Or	French department	Côte-d'Or
Q3349	Côtes-d'Armor	French department	Côtes-d'Armor
Q3353	Creuse	French department	Creuse
Q3357	Dordogne	French department	Dordogne
Q3361	Doubs	French department with 3 arrondissements	Doubs
Q3364	Drôme	French department	Drôme
Q3372	Eure	French department	Eure
Q3377	Eure-et-Loir	French department	Eure-et-Loir
Q3389	Finistère	French department	Finistère
Q3426	Voronezh	city in the south of Russia	Voronezh
Q3490	Lipetsk	city in the center of European Russia	Lipetsk
Q3544	Tambov	city in central Russia	Tambov
Q3624	Addis Ababa	capital city of Ethiopia	Addis Ababa
Q3646	Krasnodar	city in the south of Russia	Krasnodar
Q3649	Breachacha House	two structures on the shore of Loch Breachacha	Breachacha Castle
Q3787	Abuja	capital city of Nigeria	Abuja
Q3806	Tübingen	town in central Baden-Württemberg, Germany	Tübingen
Q3832	Bangui	capital city of the Central African Republic	Bangui
Q3838	Kinshasa	capital city of the Democratic Republic of the Congo	Kinshasa
Q3870	Nairobi	capital city of Kenya	Nairobi
Q3915	Antananarivo	capital of Madagascar	Antananarivo
Q3926	Pretoria	capital city of South Africa	Pretoria
Q3927	Astrakhan	city in the south of Russia	Astrakhan
Q3977	Elista	city in the south of Russia	Elista
Q4037	Schwäbisch Gmünd	town in Baden-Württemberg, Germany	Schwäbisch Gmünd
Q4361	Curitiba	capital of the Brazilian state of Paraná	Curitiba
Q4454	Khabarovsk	City in Russia, administrative center of the Khabarovsk Krai	Khabarovsk
Q4469	Talca	city and commune in Chile	Talca
Q5083	Seattle	city in Washington, United States	Seattle
Q5196	Grozny	city in Chechen Republic, Russia	Grozny
Q5239	Vladikavkaz	city in the south of Russia	Vladikavkaz
Q5265	Nalchik	city in the south of Russia	Nalchik
Q5326	Cherkessk	city in the south of Russia	Cherkessk
Q5332	Saratov	city in the south of Russia	Saratov
Q5337	Orenburg	city in the south of Russia	Orenburg
Q5343	Saransk	city in the center of European Russia	Saransk
Q5384	Kirov	city in the north of Russia	Kirov, Kirov Oblast
Q5426	Izhevsk	city in central Russia	Izhevsk
Q5449	Yoshkar-Ola	city in central Russia	Yoshkar-Ola
Q5460	Stellenbosch	town in the Western Cape, South Africa	Stellenbosch
Q5465	Cape Town	city in the Western Cape, South Africa	Cape Town
Q5468	Durban	city in KwaZulu-Natal, South Africa	Durban
Q5470	Cheboksary	city in central Russia, capital of the Chuvash Republic	Cheboksary
Q5471	La Scala	opera house in Milan, Italy	La Scala
Q5540	Penza	city in central Russia	Penza
Q5584	Zelenogradsk	town of Zelenogradsky District of Kaliningrad Oblast, Russia	Zelenogradsk
Q5627	Ulyanovsk	city in central Russia	Ulyanovsk
Q5655	Chernyakhovsk	Russian town in Kaliningrad Oblast	Chernyakhovsk
Q5660	Baltiysk	town in Baltiysky District of Kaliningrad Oblast	Baltiysk
Q5665	Svetly	town in Kaliningrad Oblast, Russia	Svetly, Kaliningrad Oblast
Q5671	Neman	town of Nemansky District of Kaliningrad Oblast, Russia	Neman, Russia
Q5736	Amarna	Egyptian archaeological site	Amarna
Q5815	Tyumen	city in eastern Russia	Tyumen
Q5966	Schaumburg	district in Lower Saxony, Germany	Schaumburg
Q5982	Siegen-Wittgenstein	district in North Rhine-Westphalia, Germany	Siegen-Wittgenstein
Q6014	Barnaul	city in eastern Russia	Barnaul
Q6066	Kemerovo	city in eastern Russia	Kemerovo
Q6106	Portland	city in Oregon, United States of America	Portland, Oregon
Q6149	Soest	town in North Rhine-Westphalia, Germany	Soest, Germany
Q6280	Euskirchen	German district of North Rhine-Westphalia	Euskirchen (district)
Q6329	Khanty-Mansiysk	city in eastern Russia	Khanty-Mansiysk
Q6346	Indianapolis	capital city of Indiana, United States of America, county seat of Marion County	Indianapolis
Q6373	British Museum	museum in London, England, with a permanent collection of over 8 million works	British Museum
Q6494	Salekhard	city in the north of Russia	Salekhard
Q6576	Irkutsk	city in eastern Russia	Irkutsk
Q6602	Strasbourg	city in France	Strasbourg
Q6610	Yakutsk	city in eastern Russia	Yakutsk
Q6795	Dresden Porcelain	German porcelain factory	Dresden Porcelain
Q6816	Ulan-Ude	city in eastern Russia	Ulan-Ude
Q6829	Speyer	town in Rhineland-Palatinate, Germany	Speyer
Q6934	Blagoveshchensk	city in eastern Russia	Blagoveshchensk
Q7033	Nordhausen	town in Thuringia, Germany	Nordhausen
Q7047	Bad Kreuznach	city in Bad Kreuznach, Rhineland-Palatinate, Germany	Bad Kreuznach
Q7054	Dalnegorsk	town in Primorsky Krai, Russia	Dalnegorsk
Q7842	University of Tokyo	research university in Tokyo, Japan	University of Tokyo
Q7859	Yuzhno-Sakhalinsk	city in eastern Russia	Yuzhno-Sakhalinsk
Q7924	Arnsberg	administrative subdivision and region of North Rhine-Westphalia, Germany	Arnsberg (region)
Q7926	Düsseldorf	administrative subdivision (Regierungsbezirk) of North Rhine-Westphalia, Germany	Düsseldorf (region)
Q7947	Pushkin	town belonging to Saint Petersburg, Russia	Pushkin, Saint Petersburg
Q7951	Petropavlovsk-Kamchatsky	city in eastern Russia	Petropavlovsk-Kamchatsky
Q7952	Stavropol Governorate	governorate of Russian Empire between 1847-1924	Stavropol Governorate
Q7978	Anadyr	city in northeastern Russia	Anadyr (town)
Q8012	Derby Museum and Art Gallery	museum and art gallery in Derby, England	Derby Museum and Art Gallery
Q8042	Bengkulu City	city of Bengkulu Province, Indonesia	Bengkulu (city)
Q8333	Federal Bureau of Investigation	governmental agency belonging to the United States Department of Justice	Federal Bureau of Investigation
Q8356	Valladolid	capital city of the autonomous region of Castile and León and the Province of Valladolid in Spain	Valladolid
Q8652	Miami	city in southern Florida, United States	Miami
Q8678	Rio de Janeiro	city in Brazil	Rio de Janeiro
Q8733	Qing dynasty	last imperial dynasty of China	Qing dynasty
Q8935	First Republic of Venezuela	first independent government of Venezuela	First Republic of Venezuela
Q8950	Second Republic of Venezuela	reestablished Venezuelan Republic declared by Simón Bolívar	Second Republic of Venezuela
Q8965	Viceroyalty of New Granada	Viceroyalty of the Spanish Empire	Viceroyalty of New Granada
Q9009	Schaffhausen	Swiss city. Capital of the canton of Schaffhausen.	Schaffhausen
Q9022	Guadalajara	city in Mexico	Guadalajara
Q9443	Lothal	Prominent city of the ancient Indus valley civilization. Now in Gujarāt, India.	Lothal
Q9648	Falkland Islands	archipelago in the South Atlantic Ocean	Falkland Islands
Q10144	Fontaine Bartholdi	fountain in Lyon, France	Fontaine Bartholdi
Q10178	École supérieure de chimie physique électronique de Lyon	French engineering school	École supérieure de chimie physique électronique de Lyon
Q10313	Donostia-San Sebastián	city in Basque Country, Spain	San Sebastián
Q11959	Alicante	city in Valencian Community, Spain	Alicante
Q12433	Canton of Schwyz	canton of Switzerland	Canton of Schwyz
Q12515	Gard	department located in southern France in the Languedoc-Roussillon region	Gard
Q12517	Gers	French department	Gers
Q12526	Gironde	French department	Gironde
Q12538	Haute-Garonne	French department	Haute-Garonne
Q12545	Hérault	French department	Hérault
Q12549	Ille-et-Vilaine	French department	Ille-et-Vilaine
Q12553	Indre	French department	Indre
Q12556	Indre-et-Loire	French department	Indre-et-Loire
Q12559	Isère	French department	Isère
Q12563	Landes	French department	Landes (department)
Q12564	Loir-et-Cher	French department	Loir-et-Cher
Q12569	Loire	French department	Loire (department)
Q12572	Haute-Loire	French department	Haute-Loire
Q12574	Loiret	French department	Loiret
Q12576	Lot	French department	Lot (department)
Q12578	Lot-et-Garonne	French department	Lot-et-Garonne
Q12580	Lozère	French department	Lozère
Q12589	Manche	French department	Manche
Q12594	Marne	French department	Marne
Q12607	Haute-Marne	French department	Haute-Marne
Q12620	Mayenne	department in northwest France	Mayenne
Q12626	Meurthe-et-Moselle	French department	Meurthe-et-Moselle
Q12631	Meuse	French department	Meuse
Q12642	Morbihan	French department	Morbihan
Q12652	Moselle	French department	Moselle (department)
Q12657	Nièvre	French department	Nièvre
Q12661	Nord	French department	Nord (French department)
Q12675	Oise	French department	Oise
Q12679	Orne	French department	Orne
Q12689	Pas-de-Calais	French department	Pas-de-Calais
Q12694	Puy-de-Dôme	French department	Puy-de-Dôme
Q12700	Hautes-Pyrénées	French department	Hautes-Pyrénées
Q12703	Pyrénées-Atlantiques	departement in Aquitaine, France	Pyrénées-Atlantiques
Q12709	Pyrénées-Orientales	department of southern France	Pyrénées-Orientales
Q12713	Thurgau	canton of Switzerland	Thurgau
Q12717	Bas-Rhin	French department	Bas-Rhin
Q12722	Haut-Rhin	French department	Haut-Rhin
Q12730	Haute-Saône	French department	Haute-Saône
Q12736	Saône-et-Loire	French department	Saône-et-Loire
Q12738	Canton of Neuchâtel	canton of Switzerland	Canton of Neuchâtel
Q12740	Sarthe	French department	Sarthe
Q12741	Ilocos Sur	province of the Philippines	Ilocos Sur
Q12745	Savoie	French department	Savoie
Q12751	Haute-Savoie	French department	Haute-Savoie
Q12753	Seine-et-Marne	French department	Seine-et-Marne
Q12758	Seine-Maritime	French department	Seine-Maritime
Q12765	Deux-Sèvres	French department	Deux-Sèvres
Q12770	Somme	French department	Somme (department)
Q12772	Tarn	French department	Tarn (department)
Q12779	Tarn-et-Garonne	French department	Tarn-et-Garonne
Q12782	Territoire de Belfort	French department	Territoire de Belfort
Q12789	Var	department in France	Var (department)
Q12792	Vaucluse	French department	Vaucluse
Q12798	Vendée	French department	Vendée
Q12804	Vienne	French department	Vienne
Q12808	Haute-Vienne	French department	Haute-Vienne
Q12816	Yonne	French department	Yonne
Q13160	Jalisco	state of Mexico	Jalisco
Q13164	Moscow State University	university in Russia	Moscow State University
Q13371	Harvard University	Ivy League research university in Cambridge, Massachusetts, United States	Harvard University
Q13379	Kurgan	city in eastern Russia	Kurgan, Kurgan Oblast
Q13695	Tenochtitlan	former city-state in the Valley of Mexico	Tenochtitlan
Q13726	Albay	province of the Philippines	Albay
Q13727	Antique	province of the Philippines	Antique (province)
Q13739	Bataan	province of the Philippines	Bataan
Q13744	Batangas	province of the Philippines	Batangas
Q13752	Bohol	province of the Philippines	Bohol
Q13759	Cagayan	province of the Philippines	Cagayan
Q13763	Camarines Norte	province of the Philippines	Camarines Norte
Q13767	Camarines Sur	province of the Philippines	Camarines Sur
Q13772	Capiz	province of the Philippines	Capiz
Q13785	Cavite	province of the Philippines	Cavite
Q13786	Cebu	province of the Philippines	Cebu
Q13813	Ilocos Norte	province of the Philippines	Ilocos Norte
Q13825	Iloilo	province of the Philippines	Iloilo
Q13826	Isabela	province in the Philippines	Isabela (province)
Q13829	La Union	province of the Philippines	La Union
Q13840	Laguna	province of the Philippines	Laguna (province)
Q13844	Leyte (province)	province of the Philippines	Leyte (province)
Q13847	Masbate	province of the Philippines	Masbate
Q13862	Negros Occidental	province of the Philippines	Negros Occidental
Q13863	Negros Oriental	province of the Philippines	Negros Oriental
Q13865	Nueva Ecija	province of the Philippines	Nueva Ecija
Q13866	Nueva Vizcaya	province of the Philippines	Nueva Vizcaya
Q13869	Palawan	province of the Philippines	Palawan
Q13870	Pampanga	province of the Philippines	Pampanga
Q13871	Pangasinan	province of the Philippines	Pangasinan
Q13872	Quezon	province of the Philippines	Quezon
Q13881	Sorsogon	province of the Philippines	Sorsogon
Q13892	Tarlac	province of the Philippines	Tarlac
Q13895	Zambales	province of the Philippines	Zambales
Q14634	Makassar	city and the capital of South Sulawesi Province, Indonesia	Makassar
Q14657	Vyborg	town in Russia	Vyborg
Q14945	Merseburg	town in Saxony-Anhalt, Germany	Merseburg
Q15121	Province of Milan	province in the Lombardy region, Italy	Province of Milan
Q15238	Volosovo	town in Leningrad Oblast, Russia	Volosovo, Volosovsky District, Leningrad Oblast
Q15248	Vsevolozhsk	town in Leningrad Oblast, Russia	Vsevolozhsk
Q15256	Ivangorod	town in Leningrad Oblast, Russia	Ivangorod
Q15270	Kingisepp	town in Leningrad Oblast, Russia	Kingisepp
Q15275	Lodeynoye Pole	town in Leningrad Oblast, Russia	Lodeynoye Pole
Q15281	Nikolskoye	Town in Tosnensky District, Leningrad Oblast, Russia	Nikolskoye, Tosnensky District, Leningrad Oblast
Q15282	Nuevo León	Mexican state	Nuevo León
Q15287	Novaya Ladoga	town in Russia	Novaya Ladoga
Q15306	Svetogorsk	town in Leningrad Oblast, Russia	Svetogorsk
Q15322	Luga	town in Russia	Luga, Leningrad Oblast
Q15323	Otradnoye	town in Kirovsky District of Leningrad Oblast, Russia	Otradnoye, Kirovsky District, Leningrad Oblast
Q15339	Shlisselburg	town in Leningrad Oblast, Russia	Shlisselburg
Q15478	Capcir	historical comarca	Capcir
Q15574	University of Adelaide	public university in Adelaide, South Australia	University of Adelaide
Q15758	Anapa	town in Krasnodar Krai, Russia	Anapa
Q15760	Novorossiysk	Russian city	Novorossiysk
Q15762	Abinsk	town in Russia	Abinsk
Q15764	Apsheronsk	town in Krasnodar Krai, Russia	Apsheronsk
Q15767	Armavir	city in Krasnodar Krai, Russia	Armavir, Russia
Q15774	Belorechensk	town in Krasnodar Krai, Russia	Belorechensk, Krasnodar Krai
Q15775	Gelendzhik	town in Krasnodar Krai, Russia	Gelendzhik
Q15986	Naumburg	city in Germany, on the Saale River	Naumburg
Q16506	České Budějovice	city in the Czech Republic	České Budějovice
Q16551	Vermont	state of the United States of America	Vermont
Q16552	San Diego	city in California, United States of America	San Diego
Q16554	Denver	capital city of the U.S. state of Colorado	Denver
Q16555	Houston	city in Texas, United States of America	Houston
Q16556	Phoenix	city in Arizona, United States of America. Capital of Arizona and county seat of Maricopa County	Phoenix, Arizona
Q16559	Austin	capital city of Texas, United States of America	Austin, Texas
Q16575	Cerro Largo Department	department of Uruguay	Cerro Largo Department
Q16576	Paysandú Department	department of Uruguay	Paysandú Department
Q16577	Canelones Department	department of Uruguay	Canelones Department
Q16578	Flores Department	department of Uruguay	Flores Department
Q16579	San José Department	department of Uruguay	San José Department
Q16580	Colonia Department	department of Uruguay	Colonia Department
Q16584	Soriano Department	department of Uruguay	Soriano Department
Q16587	Tacuarembó Department	department of Uruguay	Tacuarembó Department
Q16591	Durazno Department	department of Uruguay	Durazno Department
Q16593	Florida Department	department of Uruguay	Florida Department
Q16594	Montevideo Department	department of Uruguay	Montevideo Department
Q16595	Salto Department	department of Uruguay	Salto Department
Q16596	Río Negro Department	department of Uruguay	Río Negro Department
Q16603	Artigas Department	department of Uruguay	Artigas Department
Q16609	Rivera Department	department of Uruguay	Rivera Department
Q16610	Treinta y Tres Department	department of Uruguay	Treinta y Tres Department
Q16635	Guam	US island territory in the Pacific	Guam
Q16641	American Samoa	US territory in the Pacific	American Samoa
Q16644	Northern Mariana Islands	US territory in the Pacific	Northern Mariana Islands
Q16969	Gulkevichi	town in Krasnodar Krai, Russia	Gulkevichi
Q16971	Korenovsk	town in Krasnodar Krai, Russia	Korenovsk
Q16973	Kropotkin	town in Krasnodar Krai, Russia	Kropotkin, Krasnodar Krai
Q16978	Krymsk	town in Krasnodar Krai, Russia	Krymsk
Q16982	Kurganinsk	town in Krasnodar Krai, Russia	Kurganinsk
Q16985	Labinsk	town in Krasnodar Krai, Russia	Labinsk
Q17557	California Republic	period of revolt by American settlers	California Republic
Q17934	Franeker railway station	railway station in the Dutch village of Franeker	Franeker railway station
Q17937	Groningen railway station	A railway station in the Dutch city of Groningen	Groningen railway station
Q17941	Groningen Noord railway station	A railway station in the Dutch city of Groningen	Groningen Noord railway station
Q18108	Utrecht	town in KwaZulu-Natal, South Africa	Utrecht, KwaZulu-Natal
Q18383	Providence	capital city of Rhode Island, United States of America	Providence, Rhode Island
Q18426	The Bronx	borough of New York City	The Bronx
Q18656	Manchester United F.C.	professional association football club based in Manchester, England	Manchester United F.C.
Q19157	Pervouralsk	Russian city	Pervouralsk
Q19675	musée du Louvre	art museum in Paris, France	Louvre
Q19877	Museo Egizio	museum in Turin, Italy	Museo Egizio
Q21578	Princeton University	university in Princeton, New Jersey, United States	Princeton University
Q22583	Castle Grafendahn	castle in Germany	Grafendahn Castle
Q22608	Gräfenstein Castle	ruined castle in Germany	Gräfenstein Castle
Q22899	Wolfsburg Castle	castle in Germany	Wolfsburg Castle, Neustadt
Q22990	Rosheim	commune in France	Rosheim
Q23116	Ladushkin	town in Russia	Ladushkin
Q23185	Mytishchi	city in Mytishchinsky District of Moscow Oblast, Russia	Mytishchi
Q23556	Atlanta	capital of Georgia, United States, and county seat of Fulton County	Atlanta
Q23635	Bermuda	British overseas territory	Bermuda
Q23661	Wellington	capital city of New Zealand	Wellington
Q23868	Brest Fortress	19th century Russian fortress	Brest Fortress
Q24101	Jagiellonian Library	library of the Jagiellonian University in Kraków	Jagiellonian Library
Q25230	Guernsey	British Crown dependency comprised of several islands	Guernsey
Q25302	Racibórz	town in Poland	Racibórz
Q25579	Umeå	urban area in Umeå Municipality, Sweden	Umeå
Q25607	St. Gallen	capital of St. Gallen canton in Switzerland	St. Gallen
Q25789	Karlskrona	urban area in Karlskrona Municipality, Sweden	Karlskrona
Q25804	Trondheim	city and municipality in Sør-Trøndelag, Norway	Trondheim
Q25979	Kushan Empire	Empire in South Asia	Kushan Empire
Q26167	Duchy of Schleswig	region between Germany and Denmark	Duchy of Schleswig
Q26324	Belushya Guba	urban-type settlement in Arkhangelsk Oblast, Russia	Belushya Guba
Q26587	Galveston County	county in Texas, USA	Galveston County, Texas
Q26590	Ciudad Juárez	city and seat of the municipality of Juárez	Ciudad Juárez
Q26619	Dimmit County	county in Texas, USA	Dimmit County, Texas
Q26712	DeWitt County	county in Texas, United States	DeWitt County, Texas
Q26756	Montgomery County	county in Texas, US	Montgomery County, Texas
Q26760	Millard County	county in Utah	Millard County, Utah
Q26762	Starr County	county in Texas, USA	Starr County, Texas
Q26895	Fort Bend County	county in Texas	Fort Bend County, Texas
Q27021	Leon County	county in Texas, US	Leon County, Texas
Q27840	Chester County	county in Pennsylvania, United States	Chester County, Pennsylvania
Q28503	Dunn County	county in North Dakota	Dunn County, North Dakota
Q28695	University of Helsinki	university in Helsinki, Finland	University of Helsinki
Q28924	Catacombs of Paris	underground ossuary in Paris, France	Catacombs of Paris
Q29716	Universidad Autónoma de Nuevo León	public university with seven campuses in northern Mexico	Universidad Autónoma de Nuevo León
Q30971	French Polynesia	French overseas country in the Southern Pacific ocean	French Polynesia
Q31519	Charles University in Prague	oldest and largest university in the Czech Republic	Charles University in Prague
Q31572	Al Karak	city in Jordan	Al Karak
Q33581	Sloviansk	city in eastern Ukraine	Sloviansk
Q33788	New Caledonia	overseas territory of France in the southwest Pacific Ocean	New Caledonia
Q34110	Oaxaca	state of Mexico	Oaxaca
Q34366	Tasmania	island state of Australia	Tasmania
Q34404	New Orleans	port and city in Louisiana	New Orleans
Q34433	University of Oxford	university located in Oxford, England, United Kingdom	University of Oxford
Q34497	Saint Helena Island	island in the South Atlantic Ocean	Saint Helena
Q34647	Johannesburg	city in Gauteng, South Africa	Johannesburg
Q34932	Brisbane	capital city of Queensland, Australia	Brisbane
Q35672	Pitcairn	British Overseas Territory in the Pacific Ocean	Pitcairn Islands
Q35715	South Australia	state of Australia	South Australia
Q35775	Boise	capital of Idaho State	Boise, Idaho
Q35794	University of Cambridge	collegiate research university in Cambridge, England, United Kingdom	University of Cambridge
Q36074	Queensland	state of Australia	Queensland
